gbifID,genus,species,subspecies,county,state,country,elevation,elevationAccuracy,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,scientificName,year,source
1891318059,Sarracenia,purpurea,NA,Knox County,Maine,United States,NA,NA,44.282899,-69.154237,27348,Sarracenia purpurea,2018,3_distribution
1978463146,Sarracenia,purpurea,NA,Lincoln County,Maine,United States,NA,NA,43.834516,-69.410515,27411,Sarracenia purpurea,2014,3_distribution
1948771868,Sarracenia,purpurea,NA,Oxford County,Maine,United States,NA,NA,44.982457,-71.015092,27253,Sarracenia purpurea,2018,3_distribution
3955775159,Sarracenia,purpurea,NA,Penobscot County,Maine,United States,10.74,0,44.869104,-68.723514,5,Sarracenia purpurea,2021,3_distribution
2645844294,Sarracenia,purpurea,NA,Piscataquis County,Maine,United States,239,0,45.286837,-69.503051,6,Sarracenia purpurea,2019,3_distribution
3953323090,Sarracenia,purpurea,NA,Sagadahoc County,Maine,United States,30.8,0,43.803304,-69.779444,6165,Sarracenia purpurea,2021,3_distribution
1323013314,Sarracenia,purpurea,NA,Somerset County,Maine,United States,NA,NA,44.619149,-69.69508,27269,Sarracenia purpurea,2016,3_distribution
2234384205,Sarracenia,purpurea,NA,Waldo County,Maine,United States,NA,NA,44.321155,-69.01189,843,Sarracenia purpurea,1962,3_distribution
768794244,Sarracenia,purpurea,NA,Washington County,Maine,United States,0,0,44.53277,-67.59833,5000,Sarracenia purpurea,1952,3_distribution
3044595464,Sarracenia,purpurea,NA,York County,Maine,United States,NA,NA,43.440905,-70.310188,27474,Sarracenia purpurea,2015,3_distribution
3307542012,Sarracenia,purpurea,NA,Anne Arundel County,Maryland,United States,NA,NA,39.157372,-76.406116,28151,Sarracenia purpurea,2006,3_distribution
3320907994,Sarracenia,purpurea,NA,Charles County,Maryland,United States,NA,NA,38.599727,-76.944375,28240,Sarracenia purpurea,2021,3_distribution
3325683172,Sarracenia,purpurea,NA,Frederick County,Maryland,United States,NA,NA,39.588114,-77.531317,28090,Sarracenia purpurea,2021,3_distribution
911505305,Sarracenia,purpurea,NA,Garrett County,Maryland,United States,NA,NA,39.636009,-79.442728,28060,Sarracenia purpurea,2014,3_distribution
2976178371,Sarracenia,purpurea,NA,Prince George's County,Maryland,United States,18.2,0,38.84022,-76.903219000000007,13,Sarracenia purpurea,2020,3_distribution
2814267477,Sarracenia,purpurea,NA,Wicomico County,Maryland,United States,NA,NA,38.343596,-75.497984,28270,Sarracenia purpurea,2005,3_distribution
2802767331,Sarracenia,purpurea,NA,Worcester County,Maryland,United States,NA,NA,38.211118,-75.524075,28270,Sarracenia purpurea,2015,3_distribution
768794245,Sarracenia,purpurea,NA,Barnstable County,Massachusetts,United States,6,0,41.65,-70.24111,5000,Sarracenia purpurea,1968,3_distribution
2576355694,Sarracenia,purpurea,NA,Berkshire County,Massachusetts,United States,NA,NA,42.672186,-73.165335,27599,Sarracenia purpurea,1992,3_distribution
1249273132,Sarracenia,purpurea,NA,Bristol County,Massachusetts,United States,NA,NA,42.004489,-71.171224,10000,Sarracenia purpurea,2015,3_distribution
699273081,Sarracenia,purpurea,NA,Essex County,Massachusetts,United States,NA,NA,42.60416,-70.89111,5000,Sarracenia purpurea,1887,3_distribution
3954073524,Sarracenia,purpurea,NA,Franklin County,Massachusetts,United States,150.91,0,42.548205,-72.275178,32,Sarracenia purpurea,2021,3_distribution
768794218,Sarracenia,purpurea,NA,Hampden County,Massachusetts,United States,NA,NA,42.01944,-72.77,5000,Sarracenia purpurea,1910,3_distribution
1272092029,Sarracenia,purpurea,NA,Hampshire County,Massachusetts,United States,NA,NA,42.320532,-72.530029,27646,Sarracenia purpurea,2016,3_distribution
3956003793,Sarracenia,purpurea,NA,Middlesex County,Massachusetts,United States,64.63,0,42.22974,-71.580104,7,Sarracenia purpurea,2021,3_distribution
1453331811,Sarracenia,purpurea,NA,Norfolk County,Massachusetts,United States,NA,NA,42.23094,-71.00866,27646,Sarracenia purpurea,2012,3_distribution
1092901929,Sarracenia,purpurea,NA,Plymouth County,Massachusetts,United States,NA,NA,42.108283,-71.000533,10000,Sarracenia purpurea,2015,3_distribution
3454993987,Sarracenia,purpurea,NA,Suffolk County,Massachusetts,United States,NA,NA,42.265379,-71.141805,1788,Sarracenia purpurea,1940,3_distribution
2999039776,Sarracenia,purpurea,NA,Worcester County,Massachusetts,United States,NA,NA,42.561889,-71.70271,27630,Sarracenia purpurea,2016,3_distribution
1989004881,Sarracenia,purpurea,NA,Alger County,Michigan,United States,NA,NA,46.436869,-86.813262,110,Sarracenia purpurea,1950,3_distribution
3959160003,Sarracenia,purpurea,NA,Allegan County,Michigan,United States,211.66,0,42.664078,-85.568258,44,Sarracenia purpurea,2022,3_distribution
3955239737,Sarracenia,purpurea,NA,Alpena County,Michigan,United States,178.4,0,45.090508,-83.312447,6,Sarracenia purpurea,2022,3_distribution
2265888662,Sarracenia,purpurea,NA,Antrim County,Michigan,United States,NA,NA,44.920424,-85.344633,27253,Sarracenia purpurea,2019,3_distribution
3333231537,Sarracenia,purpurea,NA,Baraga County,Michigan,United States,NA,NA,46.539492,-88.125002,26999,Sarracenia purpurea,2021,3_distribution
1249276974,Sarracenia,purpurea,NA,Barry County,Michigan,United States,NA,NA,42.506044,-85.224141,27630,Sarracenia purpurea,2016,3_distribution
1989074007,Sarracenia,purpurea,NA,Benzie County,Michigan,United States,NA,NA,44.751441,-86.063399,594,Sarracenia purpurea,1984,3_distribution
3307325592,Sarracenia,purpurea,NA,Berrien County,Michigan,United States,NA,NA,41.93714,-86.564147,27723,Sarracenia purpurea,2010,3_distribution
3413415738,Sarracenia,purpurea,NA,Charlevoix County,Michigan,United States,NA,NA,45.317454,-85.255807,2312,Sarracenia purpurea,1931,3_distribution
1989439311,Sarracenia,purpurea,NA,Cheboygan County,Michigan,United States,NA,NA,45.608487,-84.599002,339,Sarracenia purpurea,1917,3_distribution
3951939367,Sarracenia,purpurea,NA,Chippewa County,Michigan,United States,136,0,45.969329,-84.074776,5,Sarracenia purpurea,2022,3_distribution
2814190868,Sarracenia,purpurea,NA,Clinton County,Michigan,United States,NA,NA,42.778106,-84.596017,27599,Sarracenia purpurea,2020,3_distribution
2252043703,Sarracenia,purpurea,NA,Crawford County,Michigan,United States,NA,NA,44.609575,-84.704379,27285,Sarracenia purpurea,2010,3_distribution
1989236421,Sarracenia,purpurea,NA,Delta County,Michigan,United States,NA,NA,45.745247,-87.06458,5.8,Sarracenia purpurea,1899,3_distribution
3320947512,Sarracenia,purpurea,NA,Dickinson County,Michigan,United States,NA,NA,46.227391,-87.952977,27031,Sarracenia purpurea,2021,3_distribution
1988828279,Sarracenia,purpurea,NA,Emmet County,Michigan,United States,NA,NA,45.74513,-84.833222,1,Sarracenia purpurea,1919,3_distribution
3399412428,Sarracenia,purpurea,NA,Genesee County,Michigan,United States,NA,NA,42.891207,-83.613386,27568,Sarracenia purpurea,2021,3_distribution
2574299096,Sarracenia,purpurea,NA,Gogebic County,Michigan,United States,NA,NA,46.392913,-89.486024,27031,Sarracenia purpurea,2016,3_distribution
1989112192,Sarracenia,purpurea,NA,Grand Traverse County,Michigan,United States,NA,NA,44.650307,-85.517607,1.3,Sarracenia purpurea,1954,3_distribution
3892420451,Sarracenia,purpurea,NA,Hillsdale County,Michigan,United States,NA,NA,42.066504,-84.661173,27692,Sarracenia purpurea,2022,3_distribution
1989436597,Sarracenia,purpurea,NA,Houghton County,Michigan,United States,NA,NA,47.24407,-88.43595,1.72,Sarracenia purpurea,1926,3_distribution
2311281459,Sarracenia,purpurea,NA,Ingham County,Michigan,United States,NA,NA,42.723122,-84.545794,27599,Sarracenia purpurea,2019,3_distribution
3355334005,Sarracenia,purpurea,NA,Iron County,Michigan,United States,NA,NA,46.159606,-88.534783,27063,Sarracenia purpurea,2019,3_distribution
2294433332,Sarracenia,purpurea,NA,Jackson County,Michigan,United States,NA,NA,42.186539,-84.35708,27692,Sarracenia purpurea,2019,3_distribution
2978186549,Sarracenia,purpurea,NA,Kalamazoo County,Michigan,United States,222.95,0,42.188752,-85.581996,4,Sarracenia purpurea,2020,3_distribution
3955218999,Sarracenia,purpurea,NA,Kalkaska County,Michigan,United States,310.36,0,44.604614,-85.30516,15,Sarracenia purpurea,2021,3_distribution
1989526953,Sarracenia,purpurea,NA,Kent County,Michigan,United States,NA,NA,42.96336,-85.668086,10.66,Sarracenia purpurea,1893,3_distribution
1988851039,Sarracenia,purpurea,NA,Keweenaw County,Michigan,United States,NA,NA,48.110529,-88.53597,1.09,Sarracenia purpurea,1942,3_distribution
3958873822,Sarracenia,purpurea,NA,Lake County,Michigan,United States,394,0,44.157983,-85.572011,26,Sarracenia purpurea,2020,3_distribution
1950014333,Sarracenia,purpurea,NA,Lapeer County,Michigan,United States,NA,NA,43.09066,-83.388528,27537,Sarracenia purpurea,2018,3_distribution
1989104475,Sarracenia,purpurea,NA,Leelanau County,Michigan,United States,NA,NA,44.913367,-85.952754,361,Sarracenia purpurea,1984,3_distribution
1988961476,Sarracenia,purpurea,NA,Lenawee County,Michigan,United States,NA,NA,41.980704,-83.941517,326,Sarracenia purpurea,1984,3_distribution
1500267768,Sarracenia,purpurea,NA,Livingston County,Michigan,United States,NA,NA,42.524403,-83.942597,27615,Sarracenia purpurea,2016,3_distribution
1572357579,Sarracenia,purpurea,NA,Luce County,Michigan,United States,NA,NA,46.740037,-85.237411,26951,Sarracenia purpurea,2017,3_distribution
1989279333,Sarracenia,purpurea,NA,Mackinac County,Michigan,United States,NA,NA,45.788709,-84.451251,5.42,Sarracenia purpurea,1932,3_distribution
3384082859,Sarracenia,purpurea,NA,Macomb County,Michigan,United States,NA,NA,42.79019,-83.027538,27599,Sarracenia purpurea,2021,3_distribution
1988750236,Sarracenia,purpurea,NA,Marquette County,Michigan,United States,NA,NA,46.83144,-87.919855,222,Sarracenia purpurea,1981,3_distribution
2366108628,Sarracenia,purpurea,NA,Mecosta County,Michigan,United States,NA,NA,43.657524,-85.251389,27443,Sarracenia purpurea,2019,3_distribution
2992681981,Sarracenia,purpurea,NA,Menominee County,Michigan,United States,NA,NA,45.566917,-87.609414,27158,Sarracenia purpurea,2018,3_distribution
2596397219,Sarracenia,purpurea,NA,Missaukee County,Michigan,United States,NA,NA,44.455526,-85.248088,27317,Sarracenia purpurea,2011,3_distribution
2563616722,Sarracenia,purpurea,NA,Montmorency County,Michigan,United States,NA,NA,45.049707,-84.329739,27222,Sarracenia purpurea,2018,3_distribution
3355418470,Sarracenia,purpurea,NA,Muskegon County,Michigan,United States,NA,NA,43.28282,-86.346144,27505,Sarracenia purpurea,2021,3_distribution
1270055899,Sarracenia,purpurea,NA,Newaygo County,Michigan,United States,NA,NA,43.615585,-85.910505,27427,Sarracenia purpurea,2016,3_distribution
2649340923,Sarracenia,purpurea,NA,Oakland County,Michigan,United States,282.43,0,42.644353,-83.470029,65,Sarracenia purpurea,2019,3_distribution
2976859921,Sarracenia,purpurea,NA,Ogemaw County,Michigan,United States,266.36,0,44.417486,-84.024124,5,Sarracenia purpurea,2020,3_distribution
899957644,Sarracenia,purpurea,NA,Ontonagon County,Michigan,United States,NA,NA,46.391658,-89.262638,10000,Sarracenia purpurea,2008,3_distribution
1571161564,Sarracenia,purpurea,NA,Oscoda County,Michigan,United States,NA,NA,44.517655,-84.017786,27317,Sarracenia purpurea,2017,3_distribution
1988990837,Sarracenia,purpurea,NA,Otsego County,Michigan,United States,NA,NA,44.917834,-84.531466,522,Sarracenia purpurea,1962,3_distribution
1988720644,Sarracenia,purpurea,NA,Presque Isle County,Michigan,United States,NA,NA,45.55926,-84.13287,1.61,Sarracenia purpurea,1949,3_distribution
1989011743,Sarracenia,purpurea,NA,Roscommon County,Michigan,United States,NA,NA,44.286574,-84.832406,2.41,Sarracenia purpurea,1973,3_distribution
1305164314,Sarracenia,purpurea,NA,Saint Joseph County,Michigan,United States,NA,NA,42.032709,-85.586109,27677,Sarracenia purpurea,2016,3_distribution
1211981105,Sarracenia,purpurea,NA,Schoolcraft County,Michigan,United States,NA,NA,46.219133,-86.552876,27031,Sarracenia purpurea,2012,3_distribution
3958182019,Sarracenia,purpurea,NA,Washtenaw County,Michigan,United States,264.11,0,42.317808,-84.083473,3,Sarracenia purpurea,2019,3_distribution
2265395883,Sarracenia,purpurea,NA,Aitkin County,Minnesota,United States,NA,NA,46.827346,-93.193316,364,Sarracenia purpurea,1995,3_distribution
3957389686,Sarracenia,purpurea,NA,Beltrami County,Minnesota,United States,380,0,47.543772,-94.814793,9,Sarracenia purpurea,2020,3_distribution
3859260028,Sarracenia,purpurea,NA,Carlton County,Minnesota,United States,NA,NA,46.63302,-92.951478,26967,Sarracenia purpurea,2022,3_distribution
3956326072,Sarracenia,purpurea,NA,Carver County,Minnesota,United States,287,0,44.86034,-93.617828,8,Sarracenia purpurea,2022,3_distribution
1571178741,Sarracenia,purpurea,NA,Cass County,Minnesota,United States,NA,NA,47.342467,-94.221329,26855,Sarracenia purpurea,2017,3_distribution
1572338847,Sarracenia,purpurea,NA,Chisago County,Minnesota,United States,NA,NA,45.406625,-93.001237,27142,Sarracenia purpurea,2017,3_distribution
883389411,Sarracenia,purpurea,NA,Clearwater County,Minnesota,United States,NA,NA,47.283333,-95.283333,2391,Sarracenia purpurea,1981,3_distribution
2265451530,Sarracenia,purpurea,NA,Cook County,Minnesota,United States,NA,NA,47.94826,-90.818364,969,Sarracenia purpurea,1989,3_distribution
3858632872,Sarracenia,purpurea,NA,Crow Wing County,Minnesota,United States,NA,NA,46.571229,-93.998828,26999,Sarracenia purpurea,2022,3_distribution
3860816447,Sarracenia,purpurea,NA,Dakota County,Minnesota,United States,NA,NA,44.850504,-93.205168,27253,Sarracenia purpurea,2022,3_distribution
891085922,Sarracenia,purpurea,NA,Hennepin County,Minnesota,United States,NA,NA,44.802331,-93.316629,10000,Sarracenia purpurea,2012,3_distribution
3384846395,Sarracenia,purpurea,NA,Hubbard County,Minnesota,United States,NA,NA,47.053045,-95.020381,26903,Sarracenia purpurea,2021,3_distribution
2988465329,Sarracenia,purpurea,NA,Isanti County,Minnesota,United States,NA,NA,45.556686,-93.37652,27158,Sarracenia purpurea,2018,3_distribution
2856831416,Sarracenia,purpurea,NA,Itasca County,Minnesota,United States,NA,NA,47.674692,-93.266516,26807,Sarracenia purpurea,2016,3_distribution
1092895756,Sarracenia,purpurea,NA,Koochiching County,Minnesota,United States,NA,NA,47.973321,-94.035615,10000,Sarracenia purpurea,2012,3_distribution
3958946491,Sarracenia,purpurea,NA,Lake County,Minnesota,United States,558.86,0,47.546219,-91.304762,3,Sarracenia purpurea,2020,3_distribution
1291094556,Sarracenia,purpurea,NA,Lake of the Woods County,Minnesota,United States,NA,NA,48.614307,-95.008833,26630,Sarracenia purpurea,2015,3_distribution
1024185346,Sarracenia,purpurea,NA,Pine County,Minnesota,United States,NA,NA,45.864329,-92.773097,27095,Sarracenia purpurea,2014,3_distribution
1099974515,Sarracenia,purpurea,NA,Roseau County,Minnesota,United States,NA,NA,48.76486,-95.422502,10000,Sarracenia purpurea,2015,3_distribution
3339879363,Sarracenia,purpurea,NA,Saint Louis County,Minnesota,United States,371,NA,48.3791749990635,-92.571987,3,Sarracenia purpurea,2021,3_distribution
1850974015,Sarracenia,purpurea,NA,Washington County,Minnesota,United States,NA,NA,45.183412,-92.861632,27222,Sarracenia purpurea,2018,3_distribution
768794248,Sarracenia,purpurea,NA,Belknap County,New Hampshire,United States,NA,NA,43.555,-71.61,2,Sarracenia purpurea,1965,3_distribution
2235515906,Sarracenia,purpurea,NA,Carroll County,New Hampshire,United States,NA,NA,43.812119,-71.227867,27411,Sarracenia purpurea,2018,3_distribution
3955868006,Sarracenia,purpurea,NA,Cheshire County,New Hampshire,United States,407.24,0,43.031922,-72.184189,5,Sarracenia purpurea,2021,3_distribution
768794243,Sarracenia,purpurea,NA,Coos County,New Hampshire,United States,NA,NA,45.15638,-71.17083,5000,Sarracenia purpurea,1953,3_distribution
606656806,Sarracenia,purpurea,NA,Grafton County,New Hampshire,United States,NA,NA,43.90463,-71.82052,5000,Sarracenia purpurea,2011,3_distribution
2974514050,Sarracenia,purpurea,NA,Hillsborough County,New Hampshire,United States,51.34,0,42.816197,-71.582182,9,Sarracenia purpurea,2020,3_distribution
1882646861,Sarracenia,purpurea,NA,Merrimack County,New Hampshire,United States,180,NA,43.364211,-71.762798,130,Sarracenia purpurea,2018,3_distribution
1323014642,Sarracenia,purpurea,NA,Rockingham County,New Hampshire,United States,NA,NA,42.889478,-71.430249,27552,Sarracenia purpurea,2016,3_distribution
2818514207,Sarracenia,purpurea,NA,Strafford County,New Hampshire,United States,NA,NA,43.336114,-71.133323,27505,Sarracenia purpurea,2020,3_distribution
891141224,Sarracenia,purpurea,NA,Sullivan County,New Hampshire,United States,NA,NA,43.407115,-72.061016,10000,Sarracenia purpurea,2011,3_distribution
2859358143,Sarracenia,purpurea,NA,Atlantic County,New Jersey,United States,NA,NA,39.524838,-74.938226,3036,Sarracenia purpurea,1816,3_distribution
3960014566,Sarracenia,purpurea,NA,Burlington County,New Jersey,United States,33.26,0,39.880525,-74.532007,15,Sarracenia purpurea,2021,3_distribution
2859354304,Sarracenia,purpurea,NA,Camden County,New Jersey,United States,NA,NA,39.769838,-74.887386,3036,Sarracenia purpurea,1881,3_distribution
3117890538,Sarracenia,purpurea,NA,Cape May County,New Jersey,United States,NA,NA,39.274776,-74.70163,28121,Sarracenia purpurea,2021,3_distribution
2868356943,Sarracenia,purpurea,NA,Cumberland County,New Jersey,United States,NA,NA,39.298271,-74.946151,28121,Sarracenia purpurea,2020,3_distribution
2311286071,Sarracenia,purpurea,NA,Gloucester County,New Jersey,United States,NA,NA,39.768064,-75.050192,28060,Sarracenia purpurea,2019,3_distribution
1703191309,Sarracenia,purpurea,NA,Mercer County,New Jersey,United States,NA,NA,40.245028,-74.517962,27969,Sarracenia purpurea,2017,3_distribution
2885153347,Sarracenia,purpurea,NA,Middlesex County,New Jersey,United States,NA,NA,40.445727,-74.429017,1609,Sarracenia purpurea,1896,3_distribution
3456968090,Sarracenia,purpurea,NA,Monmouth County,New Jersey,United States,NA,NA,40.233269,-74.40681,27969,Sarracenia purpurea,2021,3_distribution
3958852366,Sarracenia,purpurea,NA,Morris County,New Jersey,United States,296.82,0,40.842006,-74.526401,16,Sarracenia purpurea,2022,3_distribution
3091221557,Sarracenia,purpurea,NA,Ocean County,New Jersey,United States,NA,NA,39.952895,-74.295701,301,Sarracenia purpurea,1939,3_distribution
3341239659,Sarracenia,purpurea,NA,Passaic County,New Jersey,United States,NA,NA,41.13899,-74.39474,587,Sarracenia purpurea,1894,3_distribution
2005305478,Sarracenia,purpurea,NA,Sussex County,New Jersey,United States,NA,NA,41.102496,-74.71017,27847,Sarracenia purpurea,1990,3_distribution
3302075717,Sarracenia,purpurea,NA,Warren County,New Jersey,United States,NA,NA,40.958901,-74.982536,27877,Sarracenia purpurea,2021,3_distribution
3954172869,Sarracenia,purpurea,NA,Allegany County,New York,United States,446.1,0,42.397394,-78.185151,15,Sarracenia purpurea,2021,3_distribution
1932354386,Sarracenia,purpurea,NA,Broome County,New York,United States,NA,NA,42.264004,-75.932099,27661,Sarracenia purpurea,2016,3_distribution
1291094983,Sarracenia,purpurea,NA,Cattaraugus County,New York,United States,NA,NA,42.303787,-78.802548,27646,Sarracenia purpurea,2016,3_distribution
3302069698,Sarracenia,purpurea,NA,Cayuga County,New York,United States,NA,NA,43.027877,-76.554676,27537,Sarracenia purpurea,2021,3_distribution
2366141608,Sarracenia,purpurea,NA,Chautauqua County,New York,United States,NA,NA,42.245638,-79.37946,27661,Sarracenia purpurea,2019,3_distribution
3959659804,Sarracenia,purpurea,NA,Chenango County,New York,United States,457.66,0,42.495595,-75.826112,10,Sarracenia purpurea,2022,3_distribution
1668885152,Sarracenia,purpurea,NA,Clinton County,New York,United States,NA,NA,44.556529,-73.356674,27301,Sarracenia purpurea,2017,3_distribution
2814331437,Sarracenia,purpurea,NA,Cortland County,New York,United States,NA,NA,42.42064,-76.236904,27630,Sarracenia purpurea,2020,3_distribution
3957402689,Sarracenia,purpurea,NA,Delaware County,New York,United States,544,0,42.475133,-74.926915,11,Sarracenia purpurea,2020,3_distribution
3335348347,Sarracenia,purpurea,NA,Dutchess County,New York,United States,NA,NA,41.859442,-73.939032,27723,Sarracenia purpurea,2021,3_distribution
2803012023,Sarracenia,purpurea,NA,Erie County,New York,United States,NA,NA,42.487521,-78.671545,27630,Sarracenia purpurea,2020,3_distribution
1890071908,Sarracenia,purpurea,NA,Essex County,New York,United States,NA,NA,44.355595,-73.833042,27348,Sarracenia purpurea,2007,3_distribution
3956204528,Sarracenia,purpurea,NA,Franklin County,New York,United States,506.28,0,44.452428,-74.263772,10,Sarracenia purpurea,2022,3_distribution
1990612020,Sarracenia,purpurea,NA,Fulton County,New York,United States,NA,NA,43.021101,-74.539875,27537,Sarracenia purpurea,2018,3_distribution
1305157622,Sarracenia,purpurea,NA,Genesee County,New York,United States,NA,NA,43.004596,-78.177803,27521,Sarracenia purpurea,2016,3_distribution
3889286340,Sarracenia,purpurea,NA,Greene County,New York,United States,NA,NA,42.389404999999996,-74.024512,27661,Sarracenia purpurea,2014,3_distribution
3952663509,Sarracenia,purpurea,NA,Hamilton County,New York,United States,540.52,0,43.78858,-74.749908,35,Sarracenia purpurea,2021,3_distribution
1453330717,Sarracenia,purpurea,NA,Herkimer County,New York,United States,NA,NA,43.615573,-74.963157,27427,Sarracenia purpurea,2015,3_distribution
3302288325,Sarracenia,purpurea,NA,Lewis County,New York,United States,NA,NA,43.732927,-75.277287,27443,Sarracenia purpurea,2015,3_distribution
2898292626,Sarracenia,purpurea,NA,Madison County,New York,United States,NA,NA,42.849444,-75.727862,27568,Sarracenia purpurea,2020,3_distribution
1265545153,Sarracenia,purpurea,NA,Monroe County,New York,United States,NA,NA,43.00522,-77.542018,27521,Sarracenia purpurea,2013,3_distribution
3873957343,Sarracenia,purpurea,NA,Montgomery County,New York,United States,NA,NA,42.908208,-74.196521,27568,Sarracenia purpurea,2022,3_distribution
3957617677,Sarracenia,purpurea,NA,Onondaga County,New York,United States,131.69,0,43.177905,-76.405324,8,Sarracenia purpurea,2022,3_distribution
3302151985,Sarracenia,purpurea,NA,Ontario County,New York,United States,NA,NA,43.032113,-77.187764,27537,Sarracenia purpurea,2021,3_distribution
1098903341,Sarracenia,purpurea,NA,Orleans County,New York,United States,NA,NA,43.145883,-78.183318,10000,Sarracenia purpurea,2015,3_distribution
2397705024,Sarracenia,purpurea,NA,Oswego County,New York,United States,NA,NA,43.514995,-76.344301,27458,Sarracenia purpurea,2016,3_distribution
2988310654,Sarracenia,purpurea,NA,Otsego County,New York,United States,NA,NA,42.586491,-74.887349,27630,Sarracenia purpurea,2020,3_distribution
2850916323,Sarracenia,purpurea,NA,Rensselaer County,New York,United States,NA,NA,42.60833,-73.483538,27599,Sarracenia purpurea,2020,3_distribution
1806355343,Sarracenia,purpurea,NA,Rockland County,New York,United States,NA,NA,41.23398,-74.12837,27816,Sarracenia purpurea,2014,3_distribution
415930593,Sarracenia,purpurea,NA,Saint Lawrence County,New York,United States,NA,NA,44.15694,-74.79888,20000,Sarracenia purpurea,1958,3_distribution
2864573804,Sarracenia,purpurea,NA,Saratoga County,New York,United States,NA,NA,43.014156,-73.879123,27537,Sarracenia purpurea,2020,3_distribution
3960281418,Sarracenia,purpurea,NA,Schenectady,New York,United States,105.01,0,42.777806,-73.965347,65,Sarracenia purpurea,2021,3_distribution
3874065043,Sarracenia,purpurea,NA,Schenectady County,New York,United States,NA,NA,42.905646,-74.062459,27568,Sarracenia purpurea,2022,3_distribution
2422898473,Sarracenia,purpurea,NA,Seneca County,New York,United States,NA,NA,42.927033,-76.844934,27568,Sarracenia purpurea,2019,3_distribution
768794249,Sarracenia,purpurea,NA,Suffolk County,New York,United States,NA,NA,40.66493,-73.06495,1,Sarracenia purpurea,1974,3_distribution
3333115518,Sarracenia,purpurea,NA,Sullivan County,New York,United States,NA,NA,41.676453,-74.888485,27754,Sarracenia purpurea,2012,3_distribution
3873205344,Sarracenia,purpurea,NA,Tioga County,New York,United States,NA,NA,42.028732,-76.14755,27692,Sarracenia purpurea,2021,3_distribution
2576341196,Sarracenia,purpurea,NA,Tompkins County,New York,United States,NA,NA,42.350834,-76.628548,27661,Sarracenia purpurea,2009,3_distribution
3947676767,Sarracenia,purpurea,NA,Ulster County,New York,United States,NA,NA,42.100763,-74.188666,27692,Sarracenia purpurea,2015,3_distribution
2611231114,Sarracenia,purpurea,NA,Warren County,New York,United States,NA,NA,43.280602,-73.717131,27505,Sarracenia purpurea,2020,3_distribution
2397486253,Sarracenia,purpurea,NA,Washington County,New York,United States,NA,NA,43.494553,-73.529164,27474,Sarracenia purpurea,2019,3_distribution
891084977,Sarracenia,purpurea,NA,Wayne County,New York,United States,NA,NA,43.103365,-77.086418,10000,Sarracenia purpurea,2012,3_distribution
1880611641,Sarracenia,purpurea,NA,Wyoming County,New York,United States,NA,NA,42.551857,-78.185925,27630,Sarracenia purpurea,2017,3_distribution
3953200750,Sarracenia,purpurea,NA,Brunswick County,North Carolina,United States,-17.28,0,34.088487,-78.291843,9,Sarracenia purpurea,2020,3_distribution
1135356712,Sarracenia,purpurea,NA,Carteret County,North Carolina,United States,NA,NA,34.609807000000004,-76.908962,28790,Sarracenia purpurea,2015,3_distribution
1134970676,Sarracenia,purpurea,NA,Cumberland County,North Carolina,United States,NA,NA,35.063462,-79.062486,28734,Sarracenia purpurea,2009,3_distribution
1098906642,Sarracenia,purpurea,NA,Harnett County,North Carolina,United States,NA,NA,35.28547,-78.875901,28706,Sarracenia purpurea,2015,3_distribution
3881389482,Sarracenia,purpurea,NA,Henderson County,North Carolina,United States,NA,NA,35.166895,-82.542275,28734,Sarracenia purpurea,2022,3_distribution
1944382288,Sarracenia,purpurea,NA,Hoke County,North Carolina,United States,NA,NA,35.012451,-79.205528,28734,Sarracenia purpurea,2018,3_distribution
2802758713,Sarracenia,purpurea,NA,Jackson County,North Carolina,United States,NA,NA,35.197577,-83.14991,28734,Sarracenia purpurea,2020,3_distribution
3337547580,Sarracenia,purpurea,NA,Johnston County,North Carolina,United States,NA,NA,35.416915,-78.250033,28677,Sarracenia purpurea,2021,3_distribution
3802377875,Sarracenia,purpurea,NA,Macon County,North Carolina,United States,NA,NA,35.238216,-83.676902,28706,Sarracenia purpurea,2022,3_distribution
1571076249,Sarracenia,purpurea,NA,Martin County,North Carolina,United States,NA,NA,35.695679,-77.054952,28649,Sarracenia purpurea,2017,3_distribution
1880462019,Sarracenia,purpurea,NA,Moore County,North Carolina,United States,NA,NA,35.15476,-79.448371,28734,Sarracenia purpurea,2018,3_distribution
3952620791,Sarracenia,purpurea,NA,New Hanover County,North Carolina,United States,-26.78,0,34.205329,-77.905446,8,Sarracenia purpurea,2021,3_distribution
1562953984,Sarracenia,purpurea,NA,Onslow County,North Carolina,United States,NA,NA,34.484588,-77.429869,28818,Sarracenia purpurea,2017,3_distribution
3959467335,Sarracenia,purpurea,NA,Pender County,North Carolina,United States,-6.18,0,34.431394,-77.721033,10,Sarracenia purpurea,2021,3_distribution
2244302381,Sarracenia,purpurea,NA,Pitt County,North Carolina,United States,NA,NA,35.600349,-77.445198,28649,Sarracenia purpurea,2009,3_distribution
2294608894,Sarracenia,purpurea,NA,Richmond County,North Carolina,United States,NA,NA,35.148436,-79.707774,28734,Sarracenia purpurea,2019,3_distribution
1088963578,Sarracenia,purpurea,NA,Scotland County,North Carolina,United States,NA,NA,34.944949,-79.420853,28762,Sarracenia purpurea,2015,3_distribution
